共通顧客番号,商品ラインコード,ゼミ区分,学年,年月,3ヵ月後退会flg,企業生区分,申込ツール区分,新規復活区分,割引率,支払形態区分,支払形態区分-3,支払ツール区分,支払ツール区分-3,入会フラグ,直近3ヶ月以内入会flg,契約支払期間,契約支払期間-3,END生flg,直近3ヶ月以内_支払形態変更,直近3ヶ月以内_支払いツール変更,直近3ヶ月以内_契約支払期間変更,直近3ヶ月以内_支払形態変更状況,直近3ヶ月以内_支払いツール変更状況,直近3ヶ月以内_契約支払期間変更状況,現在の支払形態_直近の変更有無,現在の支払いツール_直近の変更有無,現在の契約支払期間_直近の変更有無,直近3ヶ月以内_END更新,契約受付年月日_期間(m),契約支払開始年月_d_期間(m),契約支払終了年月_d_期間(m),利用サービス開始年月_d_期間(m),性別区分,保護者メールアドレス有flg,県コード,通学校区分,月齢区分,NGK区分,学期制区分,小ゼミ受講講座,小ゼミ受講講座取得区分,プレ中受講講座,プレ中受講講座取得区分,中ゼミ受講講座,中ゼミ受講講座取得区分,高ゼミ受講講座,高ゼミ受講講座取得区分,高ゼミ英語受講有フラグ,高ゼミ英語受講取得区分,高ゼミ数学受講有フラグ,高ゼミ数学受講取得区分,高ゼミ国語受講有フラグ,高ゼミ国語受講取得区分,高ゼミ小論文受講有フラグ,高ゼミ小論文受講取得区分,高ゼミ物理受講有フラグ,高ゼミ物理受講取得区分,高ゼミ化学受講有フラグ,高ゼミ化学受講取得区分,高ゼミ生物受講有フラグ,高ゼミ生物受講取得区分,高ゼミ地学受講有フラグ,高ゼミ地学受講取得区分,高ゼミ科学と人間生活受講有フラグ,高ゼミ科学と人間生活受講取得区分,高ゼミ日本史受講有フラグ,高ゼミ日本史受講取得区分,高ゼミ世界史受講有フラグ,高ゼミ世界史受講取得区分,高ゼミ地理受講有フラグ,高ゼミ地理受講取得区分,高ゼミ現社政経受講有フラグ,高ゼミ現社政経受講取得区分,高ゼミ倫理受講有フラグ,高ゼミ倫理受講取得区分,高ゼミ公民受講有フラグ,高ゼミ公民受講取得区分,高ゼミ受講教科数,高ゼミ受講科目数,高ゼミHB英語受講有フラグ,高ゼミHB英語受講取得区分,高ゼミHB数学受講有フラグ,高ゼミHB数学受講取得区分,高ゼミHB受講教科数,高ゼミHB受講科目数,高ゼミHB受講有フラグ,小ゼミ低学年コース,小ゼミ低学年コース取得区分,小ゼミ高学年算数コース,小ゼミ高学年算数コース取得区分,小ゼミ高学年国語コース,小ゼミ高学年国語コース取得区分,中ゼミ英語コース,中ゼミ英語コース取得区分,中ゼミ数学コース,中ゼミ数学コース取得区分,中ゼミ難私数学コース,中ゼミ難私数学コース取得区分,中３英数コース,中３英数コース取得区分,高ゼミ英語コース,高ゼミ英語コース取得区分,高ゼミ数学コース,高ゼミ数学コース取得区分,高ゼミ国語コース,高ゼミ国語コース取得区分,高ゼミ受講プラン,高ゼミ受講プラン取得区分,小ゼミ国語教科書,小ゼミ国語教科書取得区分,小ゼミ算数教科書,小ゼミ算数教科書取得区分,小ゼミ理科教科書,小ゼミ理科教科書取得区分,小ゼミ社会教科書,小ゼミ社会教科書取得区分,S1_J_KYOKASHO,S1_M_KYOKASHO,S1_R_KYOKASHO,S1_S_KYOKASHO,S2_J_KYOKASHO,S2_M_KYOKASHO,S2_R_KYOKASHO,S2_S_KYOKASHO,S3_J_KYOKASHO,S3_M_KYOKASHO,S3_R_KYOKASHO,S3_S_KYOKASHO,S4_J_KYOKASHO,S4_M_KYOKASHO,S4_R_KYOKASHO,S4_S_KYOKASHO,S5_J_KYOKASHO,S5_M_KYOKASHO,S5_R_KYOKASHO,S5_S_KYOKASHO,S6_J_KYOKASHO,S6_M_KYOKASHO,S6_R_KYOKASHO,S6_S_KYOKASHO,C1_E_KYOKASHO,C1_J_KYOKASHO,C1_M_KYOKASHO,C2_E_KYOKASHO,C2_J_KYOKASHO,C2_M_KYOKASHO,C3_E_KYOKASHO,C3_J_KYOKASHO,C3_M_KYOKASHO,K1_E_KYOKASHO,K1_E_KYOKASHO_9,K1_J_KYOKASHO,K1_M_KYOKASHO,K1_M_KYOKASHO_0,K1_M_KYOKASHO_1,K1_M_KYOKASHO_2,K1_M_KYOKASHO_3,K1_M_KYOKASHO_4,K1_M_KYOKASHO_5,K1_M_KYOKASHO_6,K1_M_KYOKASHO_7,K1_M_KYOKASHO_8,K1_M_KYOKASHO_9,K1_M1_KYOKASHO,K1_M2_KYOKASHO,K1_M3_KYOKASHO,K1_U_KYOKASHO,K2_E_KYOKASHO,K2_J_KYOKASHO,K2_M_KYOKASHO,K2_M_KYOKASHO_1,K2_M_KYOKASHO_2,K2_M_KYOKASHO_3,K2_M_KYOKASHO_4,K2_M_KYOKASHO_5,K2_M_KYOKASHO_6,K2_M_KYOKASHO_7,K2_M1_KYOKASHO,K2_M2_KYOKASHO,K2_M3_KYOKASHO,K2_U_KYOKASHO,B1_E得点,B1_J得点,B1_M得点,B1_R得点,B1_S得点,B1_2科目合計(国数),B1_3科目合計(英国数),B1_4科目合計(国数理社),B1_5科目合計(英国数理社),B1_提出flg,B2_E得点,B2_J得点,B2_M得点,B2_R得点,B2_S得点,B2_2科目合計(国数),B2_3科目合計(英国数),B2_4科目合計(国数理社),B2_5科目合計(英国数理社),B2_提出flg,B3_E得点,B3_J得点,B3_M得点,B3_R得点,B3_S得点,B3_2科目合計(国数),B3_3科目合計(英国数),B3_4科目合計(国数理社),B3_5科目合計(英国数理社),B3_提出flg,C_E得点,C_J得点,C_M得点,C_R得点,C_S得点,C_2科目合計(国数),C_3科目合計(英国数),C_4科目合計(国数理社),C_5科目合計(英国数理社),C_提出flg,直近3ヶ月_赤ペン提出回数,直近3ヶ月_赤ペン提出パターン,TEL回数_2,TEL回数_3,TEL回数_4,DM回数_2,DM回数_3,DM回数_4,直近3ヶ月_DM合計,直近3ヶ月_TEL合計,データ区分
CqCowW71+JnuWDOS7Y8JD9hyROeFnEifFwt7TFUZ0sryUcxtzZ6RyFsAosveAnaYx62IgC5d5HLacW5hm5Cetw==,1999,6,1,201506,1,0,4,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,4.336756,2.004107,,2.004107,1,1,33,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E11,NULL,J01,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2_テスト
CRFt8M/oX7kijsCdYml5EcMphaEWwhCOd4X1Y4Hj3K0Al5ytJA5R94bu3CFBnc4F4vdhvTzuBkwH1MgX2E9HiA==,1999,6,1,201506,1,0,NULL,S,NULL,2,NULL,20,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,20_直近入会者,1年_直近入会者,0,66.26694,2.004107,-9.002053,61.995893,2,0,1,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
crQIpDWQ++wv/sAszTTLlBGiCggNYqfdS/ThgTSTbj083lUAMvRysNDX1oKCdsPQTRQ/020BQjeYGe03hn0WCQ==,1999,6,1,201506,0,0,2,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,0.854209,2.004107,,2.004107,1,0,33,4,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ99,3,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ED1,NULL,J14,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻNN,ｼNX,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
CSy+ju2mKMG5dWBiJj898ccini826Yhk6+QlWjv6MQzanA9ELfjvaMTryNYjU4+z18NBb1q//gbbQ1NCdUqZyQ==,1999,6,1,201506,1,0,NULL,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,0.591376,2.004107,,2.004107,1,0,33,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E61,NULL,J14,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻMM,ｼMX,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2_テスト
CUMLXBXADZGVw7QeMJ1aVPXiH/dyvo/++jODW1sPnGYm0BDK7Yq6txgDrB3Los19fr/4D+qRgXCHtNET5WaT2A==,1999,6,1,201506,0,0,1,S,NULL,2,NULL,11,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,11_直近入会者,1年_直近入会者,0,-1.01848,2.004107,-9.002053,2.004107,1,0,33,4,1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ01,1,ｲ02,1,ｳ03,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E31,NULL,J15,M04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻMM,ｼAA,ｽAX,U1G,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
CUO7DB3Y5HYzY1cixRANxPFsOKyUh1LIL+PMnvo7qpyacjbSTCVKSgMWd6TMyr2nMiDtpnXsZqSr1XqAFllCgg==,1999,6,1,201506,0,0,2,S,NULL,2,NULL,10,NULL,1,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,1年_直近入会者,0,-1.01848,0,-11.00616,0,1,0,13,4,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EA1,NULL,J04,M04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻKK,ｼAA,ｽAX,U1G,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
cUpqg/gyVbu5p5a32EFfWi0l+//83auYUQCMvk/07w7rehD4A6ODaxS5lVRPpjXCZ6GlHQpfX0XkfS7jX05zrg==,1999,6,1,201506,1,0,2,F,NULL,2,NULL,10,NULL,0,1,半年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,半年_直近入会者,0,2.069815,2.004107,-3.022587,7.983573,1,0,33,4,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ03,1,ｲ03,1,ｳ03,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ER1,NULL,J24,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
cUtayGIKlyxiOzIAiUrMYWp/V6rfTYmeWLFyrop++d7xdT6FG+4TwJTnecDLJKiZmTC0kPA55H96LXy4y/CpKQ==,1999,6,1,201506,1,0,1,F,NULL,1,NULL,11,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,11_直近入会者,月謝_直近入会者,0,1.577002,2.004107,,32.952772,1,0,33,4,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ02,1,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EP1,NULL,J14,M04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UB2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
Cv40wai9xGZpsBWu2K1jZVRt9y767A9XWFNeUTvZR3u5/FBxQQUoX/JzBJqHQTci745NsK2wuSGNq7OQhVuJhQ==,1999,6,1,201506,0,0,2,S,NULL,2,NULL,10,NULL,0,1,半年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,半年_直近入会者,0,-1.412731,1.01848,-4.008214,1.01848,1,0,13,4,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ01,1,ｲ01,1,ｳ01,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EK1,NULL,J19,M04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻMM,ｼMX,ｽAX,U1H,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
cvalM3qznPsDSatVRkuGB09VqT4pi0kD8tDNerwlMB/dNk6jz5+XLjePredg8k3lTzE39qdgO2UjoA9sUPA1iA==,1999,6,1,201506,1,0,NULL,S,NULL,2,NULL,10,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,1年_直近入会者,0,3.778234,2.004107,-9.002053,2.004107,1,0,33,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
CvfwGKO8GvvKe0tTcfTX4gY1Z6sSpdhgukYGFIIdETbt87CcOM262PQMiVCC3vBOgI3lwTRmD7WPJNvC/ey0jA==,1999,6,1,201506,0,0,NULL,S,NULL,2,NULL,10,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,1年_直近入会者,0,2.989733,2.004107,-9.002053,2.004107,1,0,23,4,2,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ET1,NULL,J07,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻAA,ｼAX,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
cvGWXTW+70gB5Eo0rI42UVg7q59FEVd8WDzkzigXmwRw3GoqQcsqLRG3wxuprwqEl17QWqxvN4N7NlJ+rJYKRg==,1999,6,1,201506,1,0,4,S,NULL,2,NULL,11,NULL,0,1,半年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,11_直近入会者,半年_直近入会者,0,3.482546,2.004107,-3.022587,2.004107,1,1,13,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
